kepid,kepoi_name,pp_host_rel_prob,pp_host_prob_score,pp_1hi_starid,pp_1hi_rel_prob,pp_2hi_starid,pp_2hi_rel_prob,pp_unk_rel_prob
4770617,K02243.02,3.00000e-01,0.310,KIC 4770619,7.00000e-01,KIC 4770617,3.00000e-01,8.0040000e-05
4852297,K04695.01,1.20000e-07,0.310,KIC 4852305,1.00000e+00,KIC 4852304,1.60000e-07,1.1860000e-04
5024292,K03579.01,1.00000e+00,0.310,KIC 5024292,1.00000e+00,,,1.2460000e-05
8462258,K01253.01,4.50000e-35,0.310,UKIRT 44117910134518,1.10000e-14,KIC 8462259,8.90000e-18,1.0000000e+00
2849140,K03416.01,9.80000e-01,0.320,KIC 2849140,9.80000e-01,KIC 2849133,1.50000e-02,4.2170000e-04
6636320,K02989.01,9.90000e-01,0.320,KIC 6636320,9.90000e-01,UKIRT 44117913585276,1.30000e-02,5.6470000e-04
8231667,K03494.01,1.00000e+00,0.320,KIC 8231667,1.00000e+00,UKIRT 44117911229765,2.10000e-03,6.6570000e-05
8652360,K04562.02,1.20000e-26,0.320,KIC 8652356,4.80000e-21,KIC 8652360,1.20000e-26,1.0000000e+00
8652360,K04562.01,4.10000e-25,0.320,KIC 8652356,2.50000e-21,KIC 8652360,4.10000e-25,1.0000000e+00
11092783,K07408.01,1.00000e+00,0.320,KIC 11092783,1.00000e+00,KIC 11038716,5.50000e-08,2.1490000e-04
1164301,K04921.01,1.00000e+00,0.330,KIC 1164301,1.00000e+00,KIC 1164300,6.90000e-05,2.4960000e-04
2161949,K06259.01,9.70000e-01,0.330,KIC 2161949,9.70000e-01,UKIRT 44117921360565,2.60000e-02,3.6180000e-04
2555080,K04943.01,9.90000e-01,0.330,KIC 2555080,9.90000e-01,UKIRT 44117921515405,4.40000e-03,8.3000000e-05
2558163,K04655.01,6.60000e-01,0.330,KIC 2558163,6.60000e-01,UKIRT 44117921502190,2.90000e-01,1.9870000e-04
2857607,K04659.01,8.50000e-01,0.330,KIC 2857607,8.50000e-01,UKIRT 44117921328348,7.70000e-02,4.0250000e-04
3001955,K04961.01,2.10000e-06,0.330,KIC 3001963,9.60000e-01,KIC 3001964,3.30000e-02,6.6090000e-03
3098843,K03376.01,1.30000e-95,0.330,KIC 3098843,1.30000e-95,UKIRT 44117920655277,1.30000e-95,1.0000000e+00
3102309,K07643.01,6.40000e-01,0.330,KIC 3102309,6.40000e-01,UKIRT 44117920724152,3.60000e-01,9.1150000e-05
3230805,K03068.01,1.00000e+00,0.330,KIC 3230805,1.00000e+00,,,1.6140000e-04
3233043,K00966.02,1.00000e+00,0.330,KIC 3233043,1.00000e+00,UKIRT 44117920172146,3.80000e-10,5.3370000e-05
3240158,K01106.02,7.50000e-01,0.330,KIC 3240158,7.50000e-01,UKIRT 44117919997896,2.50000e-01,3.2500000e-04
3323887,K00377.01,8.20000e-01,0.330,KIC 3323887,8.20000e-01,KIC 14000001,1.80000e-01,1.0020000e-04
3346543,K06329.01,5.20000e-01,0.330,KIC 3346543,5.20000e-01,hiresKIC 22000058,4.80000e-01,6.4320000e-05
3355104,K04975.01,9.30000e-01,0.330,KIC 3355104,9.30000e-01,KIC 3355108,5.90000e-02,3.5260000e-04
3539231,K04626.01,6.50000e-01,0.330,KIC 3539231,6.50000e-01,UKIRT 44117919783922,3.40000e-01,6.3200000e-07
3942670,K00392.02,1.00000e+00,0.330,KIC 3942670,1.00000e+00,,,1.7310000e-04
3955817,K04117.01,1.00000e+00,0.330,KIC 3955817,1.00000e+00,KIC 3955832,5.70000e-07,1.6460000e-04
4139816,K00812.04,1.00000e+00,0.330,KIC 4139816,1.00000e+00,KIC 4139810,6.50000e-19,6.1850000e-05
4545570,K04506.01,1.00000e+00,0.330,KIC 4545570,1.00000e+00,KIC 4545568,1.30000e-04,2.3910000e-04
4732015,K05076.02,9.70000e-03,0.330,UKIRT 44117918240567,9.90000e-01,KIC 4732015,9.70000e-03,7.4530000e-05
4762283,K07706.01,1.00000e+00,0.330,KIC 4762283,1.00000e+00,KIC 4762275,2.80000e-06,1.5750000e-04
4844470,K03469.01,1.00000e+00,0.330,KIC 4844470,1.00000e+00,KIC 4844475,2.00000e-06,1.7020000e-04
4919550,K04766.01,1.00000e+00,0.330,KIC 4919550,1.00000e+00,,,2.5090000e-04
4953173,K04676.01,5.50000e-08,0.330,UKIRT 44117917512594,1.00000e+00,UKIRT 44117917512655,6.90000e-04,1.2600000e-06
5033823,K04546.01,9.60000e-01,0.330,KIC 5033823,9.60000e-01,UKIRT 44117917661758,3.80000e-02,4.8380000e-04
5036530,K06503.01,1.00000e+00,0.330,KIC 5036530,1.00000e+00,UKIRT 44117917584786,1.10000e-05,4.0870000e-04
5384713,K03444.04,4.20000e-01,0.330,KIC 5384713,4.20000e-01,hiresKIC 22000232,3.70000e-01,2.2680000e-04
5471675,K04000.02,5.10000e-01,0.330,KIC 5471675,5.10000e-01,UKIRT 44117917619627,4.30000e-01,6.1760000e-04
5480640,K02707.02,8.80000e-01,0.330,KIC 5480640,8.80000e-01,UKIRT 44117917366955,1.20000e-01,3.2880000e-04
5553959,K03377.01,7.30000e-01,0.330,KIC 5553959,7.30000e-01,hiresKIC 22000252,2.70000e-01,1.4310000e-04
5621333,K03341.01,8.40000e-01,0.330,KIC 5621333,8.40000e-01,UKIRT 44117916552368,1.60000e-01,1.6280000e-04
5640511,K03139.01,1.00000e+00,0.330,KIC 5640511,1.00000e+00,KIC 5640527,1.20000e-04,1.3390000e-04
5651829,K04778.01,8.70000e-01,0.330,KIC 5651829,8.70000e-01,UKIRT 44117916216469,4.80000e-02,4.8390000e-04
5695615,K04756.01,1.00000e+00,0.330,KIC 5695615,1.00000e+00,,,2.9430000e-04
5702770,K06617.01,1.00000e+00,0.330,KIC 5702770,1.00000e+00,,,5.2670000e-04
5725087,K00033.01,1.00000e+00,0.330,KIC 5725087,1.00000e+00,UKIRT 44117915409384,5.10000e-10,1.2020000e-04
5785279,K04259.01,1.00000e+00,0.330,KIC 5785279,1.00000e+00,,,1.2810000e-04
5880320,K01060.04,1.00000e+00,0.330,KIC 5880320,1.00000e+00,,,3.4340000e-04
5956342,K01052.03,1.00000e+00,0.330,KIC 5956342,1.00000e+00,KIC 5956337,1.90000e-06,2.6530000e-04
5959719,K02498.02,6.30000e-01,0.330,KIC 5959719,6.30000e-01,KIC 5959722,3.70000e-01,1.4950000e-04
6043538,K07759.01,1.00000e+00,0.330,KIC 6043538,1.00000e+00,,,1.4570000e-04
6264750,K04715.01,1.00000e+00,0.330,KIC 6264750,1.00000e+00,KIC 6264747,2.10000e-07,2.2320000e-04
6309264,K03387.01,7.00000e-72,0.330,KIC 6309264,7.00000e-72,,,1.0000000e+00
6311520,K04115.01,1.00000e+00,0.330,KIC 6311520,1.00000e+00,UKIRT 44117915176169,2.60000e-04,3.3870000e-04
6367439,K06695.01,1.00000e+00,0.330,KIC 6367439,1.00000e+00,KIC 6367443,2.00000e-03,1.2230000e-04
6423922,K06705.01,1.00000e+00,0.330,KIC 6423922,1.00000e+00,KIC 6423919,5.90000e-07,4.1410000e-04
6527016,K07783.01,7.90000e-96,0.330,KIC 6527016,7.90000e-96,UKIRT 44117913829735,7.90000e-96,1.0000000e+00
6527078,K04657.02,4.70000e-01,0.330,UKIRT 44117913809619,5.30000e-01,KIC 6527078,4.70000e-01,1.0640000e-04
6767227,K04871.01,3.40000e-01,0.330,UKIRT 44117913965185,3.40000e-01,KIC 6767227,3.40000e-01,6.0300000e-05
6767227,K04871.02,4.60000e-01,0.330,hiresKIC 22000398,5.30000e-01,KIC 6767227,4.60000e-01,5.4140000e-05
6947623,K06793.01,8.90000e-01,0.330,KIC 6947623,8.90000e-01,UKIRT 44117913717840,1.00000e-01,1.1290000e-04
7100673,K04032.05,9.20000e-01,0.330,KIC 7100673,9.20000e-01,KIC 7100674,4.50000e-02,2.1280000e-04
7138841,K05361.01,3.30000e-01,0.330,UKIRT 44117913033190,4.00000e-01,KIC 7138841,3.30000e-01,3.1710000e-05
7256914,K04136.01,6.80000e-01,0.330,KIC 7256914,6.80000e-01,UKIRT 44117912583876,3.20000e-01,7.2150000e-05
7256914,K04136.02,8.30000e-01,0.330,KIC 7256914,8.30000e-01,UKIRT 44117912583876,1.70000e-01,1.2060000e-04
7257966,K04185.01,1.00000e+00,0.330,KIC 7257966,1.00000e+00,UKIRT 44117912570076,9.10000e-05,8.1530000e-05
7266212,K04737.01,1.00000e+00,0.330,KIC 7266212,1.00000e+00,,,2.3380000e-04
7289338,K03420.02,1.00000e+00,0.330,KIC 7289338,1.00000e+00,KIC 7289346,7.30000e-06,3.0450000e-04
7367164,K07835.01,1.00000e+00,0.330,KIC 7367164,1.00000e+00,,,2.6660000e-04
7582689,K03097.03,1.00000e+00,0.330,KIC 7582689,1.00000e+00,KIC 7582676,6.00000e-04,1.2010000e-04
7588436,K06888.01,1.00000e+00,0.330,KIC 7588436,1.00000e+00,,,1.5540000e-04
7601918,K04133.01,7.40000e-13,0.330,KIC 7601918,7.40000e-13,KIC 7601911,1.70000e-95,1.0000000e+00
7673841,K02585.03,1.00000e+00,0.330,KIC 7673841,1.00000e+00,KIC 7673837,4.90000e-04,9.6500000e-05
7703882,K04403.01,1.00000e+00,0.330,KIC 7703882,1.00000e+00,,,2.5490000e-04
7826620,K04268.01,1.00000e+00,0.330,KIC 7826620,1.00000e+00,UKIRT 44117911905246,8.60000e-14,4.5530000e-05
7887791,K01964.01,6.00000e-01,0.330,KIC 7887791,6.00000e-01,hiresKIC 22000477,3.80000e-01,1.3020000e-04
7906892,K04773.01,1.00000e+00,0.330,KIC 7906892,1.00000e+00,,,2.3480000e-04
8016692,K06954.01,1.00000e+00,0.330,KIC 8016692,1.00000e+00,,,3.0380000e-04
8197793,K03123.01,1.00000e+00,0.330,KIC 8197793,1.00000e+00,,,7.0190000e-04
8226994,K00906.03,1.00000e+00,0.330,KIC 8226994,1.00000e+00,,,1.0490000e-04
8282651,K02193.02,1.00000e+00,0.330,KIC 8282651,1.00000e+00,,,8.0510000e-05
8349399,K04763.01,1.00000e+00,0.330,KIC 8349399,1.00000e+00,,,1.2170000e-04
8394475,K07032.01,4.20000e-01,0.330,KIC 8394475,4.20000e-01,hiresKIC 22000544,2.10000e-01,2.4180000e-04
8395660,K00116.03,9.90000e-01,0.330,KIC 8395660,9.90000e-01,UKIRT 44117910584288,2.50000e-03,5.1550000e-04
8429014,K07885.01,1.40000e-95,0.330,KIC 8429014,1.40000e-95,,,1.0000000e+00
8609450,K01278.03,1.00000e+00,0.330,KIC 8609450,1.00000e+00,,,5.3330000e-05
8715589,K05563.01,9.60000e-01,0.330,KIC 8715589,9.60000e-01,KIC 8715592,2.60000e-02,1.2060000e-03
8803757,K04904.01,1.00000e+00,0.330,KIC 8803757,1.00000e+00,,,2.0110000e-04
8838950,K02421.01,5.30000e-01,0.330,KIC 8838950,5.30000e-01,hiresKIC 22000599,4.60000e-01,1.4140000e-04
8873450,K07913.01,1.00000e+00,0.330,KIC 8873450,1.00000e+00,KIC 8873448,1.40000e-03,1.6680000e-05
8890150,K02650.02,1.00000e+00,0.330,KIC 8890150,1.00000e+00,,,4.4420000e-04
8890150,K02650.01,1.00000e+00,0.330,KIC 8890150,1.00000e+00,,,1.9040000e-04
8957572,K07115.01,9.30000e-01,0.330,KIC 8957572,9.30000e-01,UKIRT 44117909867236,6.60000e-02,2.1650000e-04
8977176,K07119.01,9.70000e-01,0.330,KIC 8977176,9.70000e-01,UKIRT 44117909437200,3.20000e-02,2.6510000e-04
9002538,K03196.01,9.20000e-01,0.330,KIC 9002538,9.20000e-01,UKIRT 44117908999261,7.40000e-02,1.3540000e-04
9006186,K02169.04,7.30000e-01,0.330,KIC 9006186,7.30000e-01,UKIRT 44117909071515,2.70000e-01,1.1110000e-04
9019191,K02604.01,1.00000e+00,0.330,KIC 9019191,1.00000e+00,KIC 9019198,2.10000e-04,2.9480000e-04
9025739,K07125.01,4.40000e-01,0.330,UKIRT 44117908857584,5.00000e-01,KIC 9025739,4.40000e-01,1.1370000e-04
9031703,K04520.01,9.50000e-01,0.330,KIC 9031703,9.50000e-01,KIC 9031710,4.50000e-02,2.9180000e-04
9099607,K07925.01,9.20000e-01,0.330,KIC 9099607,9.20000e-01,UKIRT 44117909342461,7.90000e-02,1.7080000e-04
9142714,K07928.01,1.00000e+00,0.330,KIC 9142714,1.00000e+00,,,5.0280000e-05
9216775,K04513.01,1.00000e+00,0.330,KIC 9216775,1.00000e+00,KIC 9216785,1.20000e-20,1.3910000e-04
9267996,K03431.01,8.10000e-01,0.330,KIC 9267996,8.10000e-01,,,1.8740000e-01
9347899,K00935.04,1.00000e+00,0.330,KIC 9347899,1.00000e+00,,,2.2170000e-04
9364290,K02374.02,9.50000e-01,0.330,KIC 9364290,9.50000e-01,KIC 9364299,4.80000e-02,8.1050000e-05
9389245,K06202.01,5.10000e-01,0.330,KIC 9389245,5.10000e-01,hiresKIC 22000641,4.90000e-01,4.2450000e-05
9397900,K07169.01,1.00000e+00,0.330,KIC 9397900,1.00000e+00,KIC 9397892,5.00000e-22,1.4670000e-04
9468848,K08183.01,1.00000e+00,0.330,KIC 9468848,1.00000e+00,,,2.7710000e-04
9574179,K02637.01,5.00000e-01,0.330,KIC 9574179,5.00000e-01,hiresKIC 22000663,5.00000e-01,2.6890000e-05
9581589,K04877.01,9.80000e-01,0.330,KIC 9581589,9.80000e-01,KIC 9581591,2.30000e-02,1.0270000e-04
9582496,K04858.01,9.40000e-01,0.330,KIC 9582496,9.40000e-01,KIC 9582499,5.90000e-02,2.6120000e-04
9588862,K07195.01,1.00000e+00,0.330,KIC 9588862,1.00000e+00,UKIRT 44117908092612,1.60000e-18,7.7120000e-05
9702006,K04372.01,1.00000e+00,0.330,KIC 9702006,1.00000e+00,,,2.0350000e-04
9815053,K02923.01,1.00000e+00,0.330,KIC 9815053,1.00000e+00,,,1.1010000e-04
9821454,K01529.02,1.00000e+00,0.330,KIC 9821454,1.00000e+00,KIC 9821452,1.50000e-04,7.0430000e-05
9834731,K03043.01,5.50000e-01,0.330,KIC 9834731,5.50000e-01,hiresKIC 22000690,4.20000e-01,1.5020000e-04
9883606,K04383.02,1.00000e+00,0.330,KIC 9883606,1.00000e+00,,,8.8850000e-05
9887224,K02464.01,1.10000e-102,0.330,KIC 9887222,1.00000e+00,KIC 9887224,1.10000e-102,7.4410000e-08
9896435,K03755.01,1.00000e+00,0.330,KIC 9896435,1.00000e+00,,,1.5210000e-03
9898017,K04484.01,1.00000e+00,0.330,KIC 9898017,1.00000e+00,,,4.8190000e-04
9899181,K02867.02,1.00000e+00,0.330,KIC 9899181,1.00000e+00,UKIRT 44117907821670,4.90000e-06,8.9180000e-05
9938836,K07978.01,6.10000e-01,0.330,KIC 9938836,6.10000e-01,UKIRT 44117907753587,3.90000e-01,3.1590000e-05
9942658,K05740.01,1.00000e+00,0.330,KIC 9942658,1.00000e+00,,,1.4910000e-04
10000941,K04146.02,1.00000e+00,0.330,KIC 10000941,1.00000e+00,UKIRT 44117907457533,3.60000e-04,1.5840000e-04
10070479,K07282.01,1.00000e+00,0.330,KIC 10070479,1.00000e+00,,,1.2410000e-04
10118816,K01085.01,1.00000e+00,0.330,KIC 10118816,1.00000e+00,,,7.1190000e-05
10190075,K03007.01,1.00000e+00,0.330,KIC 10190075,1.00000e+00,,,1.0060000e-04
10397751,K02859.02,4.90000e-01,0.330,hiresKIC 22000740,5.10000e-01,KIC 10397751,4.90000e-01,4.1790000e-05
10397751,K02859.03,5.40000e-01,0.330,KIC 10397751,5.40000e-01,hiresKIC 22000740,4.60000e-01,4.3440000e-05
10397751,K02859.01,5.30000e-01,0.330,KIC 10397751,5.30000e-01,hiresKIC 22000740,4.70000e-01,6.7970000e-05
10513530,K00533.02,6.00000e-01,0.330,KIC 10513530,6.00000e-01,UKIRT 44117906576361,4.00000e-01,7.3540000e-05
10663738,K04698.01,1.00000e+00,0.330,KIC 10663738,1.00000e+00,,,2.8080000e-04
10669994,K04360.01,1.00000e+00,0.330,KIC 10669994,1.00000e+00,,,1.8420000e-04
10730034,K01305.02,9.30000e-01,0.330,KIC 10730034,9.30000e-01,KIC 10730037,7.50000e-02,8.3690000e-05
10793172,K02871.01,1.00000e+00,0.330,KIC 10793172,1.00000e+00,,,1.3420000e-04
10858691,K01306.03,1.00000e+00,0.330,KIC 10858691,1.00000e+00,,,2.4090000e-04
11030475,K02248.01,3.60000e-01,0.330,hiresKIC 22000779,3.80000e-01,KIC 11030475,3.60000e-01,8.3760000e-05
11080702,K05863.01,1.00000e+00,0.330,KIC 11080702,1.00000e+00,,,2.5540000e-04
11137061,K07411.01,1.00000e+00,0.330,KIC 11137061,1.00000e+00,UKIRT 44117905973683,1.40000e-04,2.8940000e-04
11244571,K07427.01,1.00000e+00,0.330,KIC 11244571,1.00000e+00,,,6.9550000e-05
11361283,K02551.01,9.50000e-01,0.330,KIC 11361283,9.50000e-01,UKIRT 44117905336218,4.60000e-02,1.6100000e-04
11450414,K01992.02,1.00000e+00,0.330,KIC 11450414,1.00000e+00,,,9.2310000e-05
11566256,K02361.01,1.00000e+00,0.330,KIC 11566256,1.00000e+00,KIC 11566243,4.50000e-12,1.4210000e-04
11618601,K03022.02,1.00000e+00,0.330,KIC 11618601,1.00000e+00,UKIRT 44117905290767,1.80000e-03,1.8250000e-04
11618601,K03022.01,1.00000e+00,0.330,KIC 11618601,1.00000e+00,UKIRT 44117905290767,3.10000e-04,1.5770000e-04
11757422,K07476.01,7.70000e-07,0.330,UKIRT 44117904661019,1.00000e+00,KIC 11757422,7.70000e-07,2.5550000e-07
11962284,K02647.01,1.00000e+00,0.330,KIC 11962284,1.00000e+00,,,5.2880000e-05
11970988,K04129.01,6.20000e-01,0.330,KIC 11970988,6.20000e-01,UKIRT 44117904743364,3.80000e-01,1.7530000e-04
12056139,K03262.01,1.00000e+00,0.330,KIC 12056139,1.00000e+00,,,8.3650000e-05
12110786,K02665.01,8.30000e-01,0.330,KIC 12110786,8.30000e-01,,,1.7240000e-01
12300524,K05964.01,9.00000e-01,0.330,KIC 12300524,9.00000e-01,KIC 12300520,1.00000e-01,1.8190000e-04
12301181,K02059.02,5.20000e-01,0.330,KIC 12301181,5.20000e-01,hiresKIC 22000862,4.70000e-01,3.4230000e-05
12401859,K05967.01,1.00000e+00,0.330,KIC 12401859,1.00000e+00,KIC 12401846,8.20000e-06,4.3580000e-05
12505503,K04190.01,1.00000e+00,0.330,KIC 12505503,1.00000e+00,KIC 12505504,2.50000e-60,1.3100000e-04
12737015,K04245.01,1.00000e+00,0.330,KIC 12737015,1.00000e+00,KIC 12737006,3.50000e-03,1.4130000e-04
3954227,K03766.01,1.00000e+00,0.340,KIC 3954227,1.00000e+00,,,1.3090000e-04
4385148,K02942.01,9.70000e-01,0.340,KIC 4385148,9.70000e-01,UKIRT 44117917993013,3.00000e-02,3.2620000e-04
5309353,K00643.01,9.00000e-01,0.340,KIC 5309353,9.00000e-01,UKIRT 44117916198864,2.00000e-10,9.6510000e-02
5876805,K03331.01,1.00000e+00,0.340,KIC 5876805,1.00000e+00,,,2.8760000e-05
8168581,K06054.01,4.40000e-53,0.340,KIC 8168581,4.40000e-53,,,1.0000000e+00
6357290,K03040.01,2.40000e-03,0.350,KIC 6357296,7.40000e-01,UKIRT 44117914534190,2.60000e-01,3.9800000e-06
1870398,K04927.01,1.00000e+00,0.360,KIC 1870398,1.00000e+00,KIC 1870391,1.70000e-04,1.1880000e-04
2853029,K03259.01,8.60000e-01,0.360,KIC 2853029,8.60000e-01,hiresKIC 22000034,1.40000e-01,1.5300000e-04
3556742,K06344.01,2.30000e-102,0.360,KIC 3556726,1.00000e+00,KIC 3556731,2.30000e-102,3.8410000e-07
3858926,K05019.01,7.70000e-01,0.360,KIC 3858926,7.70000e-01,UKIRT 44117919959349,2.10000e-01,2.2580000e-04
4073017,K07681.01,3.20000e-01,0.360,KIC 4073018,5.10000e-01,KIC 4073017,3.20000e-01,1.3260000e-04
4073730,K03785.01,0.00000e+00,0.360,KIC 4073707,1.00000e+00,KIC 4073730,0.00000e+00,1.8040000e-07
4078311,K04166.01,7.10000e-01,0.360,KIC 4078311,7.10000e-01,KIC 4078322,2.90000e-01,1.5220000e-04
4247991,K02311.01,3.70000e-01,0.360,hiresKIC 22000115,6.30000e-01,KIC 4247991,3.70000e-01,2.0110000e-04
4571004,K04355.02,5.50000e-01,0.360,KIC 4571004,5.50000e-01,UKIRT 44117919009351,3.00000e-01,5.2560000e-05
4758368,K06448.01,1.00000e+00,0.360,KIC 4758368,1.00000e+00,,,1.1470000e-04
4844367,K04498.01,1.00000e+00,0.360,KIC 4844367,1.00000e+00,KIC 4844346,1.40000e-10,4.2250000e-04
4845862,K04606.01,4.60000e-96,0.360,KIC 4845862,4.60000e-96,UKIRT 44117917897434,4.60000e-96,1.0000000e+00
5193813,K05137.01,3.10000e-01,0.360,KIC 5193813,3.10000e-01,KIC 5193808,2.80000e-01,2.3440000e-04
5440435,K05166.01,1.00000e+00,0.360,KIC 5440435,1.00000e+00,KIC 5440432,3.10000e-05,1.2650000e-04
5457326,K04508.01,1.00000e+00,0.360,KIC 5457326,1.00000e+00,UKIRT 44117916927625,1.50000e-03,3.0510000e-04
5602409,K05181.01,1.00000e+00,0.360,KIC 5602409,1.00000e+00,KIC 5602406,4.90000e-11,1.7680000e-05
5802246,K01044.01,5.10000e-96,0.360,KIC 5802246,5.10000e-96,KIC 5802249,5.10000e-96,1.0000000e+00
6891513,K04413.01,2.50000e-100,0.360,KIC 6891496,1.00000e+00,KIC 6891513,2.50000e-100,8.1260000e-05
6955671,K03329.01,9.50000e-01,0.360,KIC 6955671,9.50000e-01,UKIRT 44117914319257,4.50000e-02,4.2690000e-04
7199906,K01739.01,1.00000e+00,0.360,KIC 7199906,1.00000e+00,,,1.4970000e-05
7207081,K05374.01,1.00000e+00,0.360,KIC 7207081,1.00000e+00,,,4.3410000e-04
7416306,K05388.01,4.10000e-01,0.360,KIC 7416304,5.90000e-01,KIC 7416306,4.10000e-01,8.5830000e-05
8223568,K06176.02,1.00000e+00,0.360,KIC 8223568,1.00000e+00,,,3.3960000e-05
8494783,K06180.02,9.90000e-01,0.360,KIC 8494783,9.90000e-01,KIC 8494785,1.00000e-02,4.7730000e-05
9020114,K03088.02,1.00000e+00,0.360,KIC 9020114,1.00000e+00,UKIRT 44117909144731,4.70000e-18,4.9760000e-05
9413156,K04700.01,9.80000e-01,0.360,KIC 9413156,9.80000e-01,UKIRT 44117908942495,2.30000e-02,2.3710000e-04
9642292,K02946.01,1.00000e+00,0.360,KIC 9642292,1.00000e+00,,,3.1180000e-05
9787239,K00952.05,1.00000e+00,0.360,KIC 9787239,1.00000e+00,,,1.3110000e-04
9910043,K05732.01,6.90000e-01,0.360,KIC 9910043,6.90000e-01,UKIRT 44117907925603,2.50000e-01,3.5730000e-04
9973855,K01966.01,8.70000e-96,0.360,KIC 9973851,1.60000e-53,KIC 9973854,8.70000e-96,1.0000000e+00
10221505,K04768.01,7.90000e-01,0.360,KIC 10221505,7.90000e-01,hiresKIC 22000728,2.10000e-01,2.2510000e-04
10489539,K03231.01,3.00000e-65,0.360,KIC 10489530,1.00000e+00,KIC 10489523,5.30000e-13,1.1030000e-05
10613718,K07350.01,1.00000e+00,0.360,KIC 10613718,1.00000e+00,KIC 10613711,3.40000e-101,2.7400000e-06
10615440,K04765.01,1.00000e+00,0.360,KIC 10615440,1.00000e+00,UKIRT 44117906757568,1.40000e-05,1.2430000e-04
10668665,K03986.01,7.10000e-96,0.360,KIC 10668658,1.00000e-02,KIC 10668661,7.10000e-96,9.8950000e-01
10676923,K01297.01,1.40000e-104,0.360,KIC 10676927,1.00000e+00,KIC 10676923,1.40000e-104,1.8970000e-09
10753922,K04816.01,9.60000e-01,0.360,KIC 10753922,9.60000e-01,,,4.0620000e-02
10865043,K05836.01,1.00000e+00,0.360,KIC 10865043,1.00000e+00,,,2.3830000e-04
10876237,K02960.01,0.00000e+00,0.360,UKIRT 44117905898698,1.00000e+00,KIC 10876237,0.00000e+00,4.5210000e-06
11124436,K04442.01,1.00000e+00,0.360,KIC 11124436,1.00000e+00,,,7.6990000e-05
11296045,K04396.01,1.00000e+00,0.360,KIC 11296045,1.00000e+00,,,1.0570000e-04
11337012,K04666.01,1.00000e+00,0.360,KIC 11337012,1.00000e+00,UKIRT 44117905186993,3.10000e-06,5.0630000e-05
11650401,K04566.01,1.00000e+00,0.360,KIC 11650401,1.00000e+00,,,2.3830000e-04
11656928,K06242.01,1.00000e+00,0.360,KIC 11656928,1.00000e+00,,,2.6290000e-04
11968463,K02433.06,1.00000e+00,0.360,KIC 11968463,1.00000e+00,UKIRT 44117904967879,1.70000e-04,1.5600000e-04
12066767,K05951.01,1.00000e+00,0.360,KIC 12066767,1.00000e+00,,,1.2950000e-04
4077526,K01336.01,8.90000e-01,0.370,KIC 4077526,8.90000e-01,UKIRT 44117919384996,1.00000e-01,3.8280000e-03
9480310,K01470.01,1.00000e+00,0.370,KIC 9480310,1.00000e+00,UKIRT 44117908679239,1.50000e-28,4.2970000e-04
2438406,K04941.01,4.50000e-01,0.380,hiresKIC 22000020,5.50000e-01,KIC 2438406,4.50000e-01,5.8010000e-04
2708885,K02907.01,5.20000e-96,0.380,UKIRT 44117921403758,6.80000e-15,UKIRT 44117921403739,1.30000e-68,1.0000000e+00
5353137,K03447.01,8.30000e-96,0.380,KIC 5353137,8.30000e-96,,,1.0000000e+00
5479717,K03962.01,8.80000e-80,0.380,KIC 5479708,1.00000e+00,KIC 5479717,8.80000e-80,3.8780000e-04
5730445,K02189.01,1.00000e+00,0.380,KIC 5730445,1.00000e+00,KIC 5730450,1.30000e-16,6.0060000e-05
6366559,K05274.01,9.80000e-01,0.380,KIC 6366559,9.80000e-01,UKIRT 44117914668615,9.10000e-03,1.6550000e-04
6387887,K05280.01,1.00000e+00,0.380,KIC 6387887,1.00000e+00,,,4.1860000e-05
7749002,K04325.01,1.00000e+00,0.380,KIC 7749002,1.00000e+00,,,1.4810000e-04
7974634,K06168.02,1.00000e+00,0.380,KIC 7974634,1.00000e+00,UKIRT 44117910790306,9.40000e-05,5.4100000e-05
8880123,K03493.01,9.90000e-01,0.380,KIC 8880123,9.90000e-01,UKIRT 44117909388801,1.30000e-02,1.3160000e-04
9409493,K08182.01,1.00000e+00,0.380,KIC 9409493,1.00000e+00,,,1.0320000e-05
9872831,K04230.01,1.00000e+00,0.380,KIC 9872831,1.00000e+00,,,2.4200000e-04
10257903,K07298.01,1.00000e+00,0.380,KIC 10257903,1.00000e+00,,,3.2950000e-06
11187972,K07416.01,1.00000e+00,0.380,KIC 11187972,1.00000e+00,KIC 11187976,1.90000e-06,8.9920000e-05
11296045,K04396.02,1.00000e+00,0.380,KIC 11296045,1.00000e+00,,,3.4580000e-05
11569782,K02225.01,1.00000e+00,0.380,KIC 11569782,1.00000e+00,,,1.9520000e-05
11657614,K03370.01,1.00000e+00,0.380,KIC 11657614,1.00000e+00,,,1.3430000e-04
4371172,K08093.01,1.00000e+00,0.390,KIC 4371172,1.00000e+00,KIC 4371169,4.60000e-07,4.1930000e-05
5551228,K04154.02,3.50000e-96,0.390,KIC 5551228,3.50000e-96,hiresKIC 22000251,3.50000e-96,1.0000000e+00
7198881,K06158.02,1.00000e+00,0.390,KIC 7198881,1.00000e+00,,,5.5750000e-06
8158127,K01015.03,4.50000e-01,0.390,KIC 8158131,5.00000e-01,KIC 8158127,4.50000e-01,1.5640000e-04
8489260,K07889.01,9.30000e-01,0.390,KIC 8489260,9.30000e-01,UKIRT 44117910401809,7.40000e-02,2.3530000e-04
