kepid,kepoi_name,pp_host_rel_prob,pp_host_prob_score,pp_1hi_starid,pp_1hi_rel_prob,pp_2hi_starid,pp_2hi_rel_prob,pp_unk_rel_prob
5556726,K03223.01,0.00000e+00,1.000,,,,,2.6320000e-03
5556804,K06013.01,0.00000e+00,1.000,,,,,1.3280000e-03
5561278,K01621.01,1.00000e+00,1.000,KIC 5561278,1.00000e+00,KIC 5561276,9.50000e-04,1.0560000e-04
5562784,K00608.01,8.30000e-75,1.000,UKIRT 44117916105462,1.00000e+00,KIC 5562799,4.20000e-37,7.4380000e-05
5563057,K05179.01,1.00000e+00,1.000,KIC 5563057,1.00000e+00,KIC 5563049,2.70000e-08,1.0590000e-04
5563300,K03309.01,1.00000e+00,1.000,KIC 5563300,1.00000e+00,UKIRT 44117916110226,2.50000e-101,6.9220000e-06
5564247,K01566.01,0.00000e+00,1.000,,,,,
5565497,K01789.01,0.00000e+00,1.000,,,,,1.0000000e+00
5596440,K00648.01,1.00000e+00,1.000,KIC 5596440,1.00000e+00,KIC 5596444,1.30000e-101,5.3540000e-07
5597970,K06014.01,1.00000e+00,1.000,KIC 5597970,1.00000e+00,,,2.2180000e-07
5598595,K03949.01,0.00000e+00,1.000,,,,,1.0000000e+00
5598645,K07560.01,0.00000e+00,1.000,,,,,
5599774,K02337.01,1.00000e+00,1.000,KIC 5599774,1.00000e+00,,,5.5490000e-05
5601258,K02191.01,9.50000e-01,1.000,KIC 5601258,9.50000e-01,hiresKIC 22000256,4.90000e-02,1.1470000e-05
5608566,K00609.01,1.00000e+00,1.000,KIC 5608566,1.00000e+00,,,7.5120000e-07
5609593,K02834.01,1.00000e+00,1.000,KIC 5609593,1.00000e+00,,,7.5950000e-05
5610698,K06603.01,1.00000e+00,1.000,KIC 5610698,1.00000e+00,,,8.4050000e-07
5613330,K00649.01,1.00000e+00,1.000,KIC 5613330,1.00000e+00,,,8.0700000e-06
5616489,K06604.01,1.00000e+00,1.000,KIC 5616489,1.00000e+00,UKIRT 44117916533190,5.10000e-53,2.8280000e-06
5617259,K07733.01,1.00000e+00,1.000,KIC 5617259,1.00000e+00,KIC 5617255,5.30000e-30,1.9900000e-06
5617854,K01588.01,1.00000e+00,1.000,KIC 5617854,1.00000e+00,UKIRT 44117916517533,1.00000e-66,4.3750000e-06
5618071,K01682.01,1.00000e+00,1.000,KIC 5618071,1.00000e+00,KIC 5618083,3.80000e-11,6.9420000e-05
5621125,K01814.01,1.00000e+00,1.000,KIC 5621125,1.00000e+00,UKIRT 44117916551254,3.20000e-57,8.6300000e-06
5621294,K06606.01,1.00000e+00,1.000,KIC 5621294,1.00000e+00,,,5.5820000e-07
5621299,K06607.01,0.00000e+00,1.000,,,,,2.4610000e-03
5622250,K06608.01,1.00000e+00,1.000,KIC 5622250,1.00000e+00,,,7.2450000e-07
5623137,K05185.01,1.00000e+00,1.000,KIC 5623137,1.00000e+00,KIC 5623133,4.60000e-42,9.9600000e-05
5629353,K06132.03,7.20000e-01,1.000,KIC 5629353,7.20000e-01,hiresKIC 22000258,2.80000e-01,1.2840000e-04
5629353,K06132.02,7.60000e-01,1.000,KIC 5629353,7.60000e-01,hiresKIC 22000258,2.40000e-01,4.1110000e-05
5629353,K06132.01,1.00000e+00,1.000,KIC 5629353,1.00000e+00,hiresKIC 22000258,1.60000e-88,2.0210000e-04
5629538,K02345.01,9.90000e-01,1.000,KIC 5629538,9.90000e-01,UKIRT 44117916637940,7.40000e-03,9.3280000e-05
5632701,K04213.01,0.00000e+00,1.000,,,,,3.7990000e-04
5632781,K06609.01,1.00000e+00,1.000,KIC 5632781,1.00000e+00,,,6.4710000e-07
5636642,K03817.01,0.00000e+00,1.000,,,,,
5637036,K08102.01,9.90000e-01,1.000,KIC 5637036,9.90000e-01,KIC 5637028,7.60000e-03,1.4970000e-05
5640085,K00448.01,1.00000e+00,1.000,KIC 5640085,1.00000e+00,,,7.1300000e-06
5643492,K06015.01,9.60000e-102,1.000,UKIRT 44117916059945,1.00000e+00,KIC 5643492,9.60000e-102,2.1430000e-06
5647008,K08103.01,8.60000e-01,1.000,KIC 5647008,8.60000e-01,KIC 5647006,0.00000e+00,1.4110000e-01
5647638,K06611.01,1.00000e+00,1.000,KIC 5647638,1.00000e+00,KIC 5647621,0.00000e+00,1.8380000e-05
5649215,K00839.01,0.00000e+00,1.000,,,,,1.0000000e+00
5649325,K02676.01,2.00000e-87,1.000,UKIRT 44117916110782,1.00000e+00,UKIRT 44117916110781,2.80000e-32,3.6830000e-06
5649833,K02799.01,0.00000e+00,1.000,,,,,1.0000000e+00
5649956,K01540.01,1.00000e+00,1.000,KIC 5649956,1.00000e+00,,,2.7800000e-06
5650420,K05187.01,9.40000e-102,1.000,UKIRT 44117916476080,1.00000e+00,KIC 5650418,9.40000e-102,1.7660000e-06
5650930,K05188.01,1.00000e+00,1.000,KIC 5650930,1.00000e+00,UKIRT 44117916479402,1.60000e-21,4.8940000e-05
5651104,K00840.01,1.00000e+00,1.000,KIC 5651104,1.00000e+00,KIC 5651091,8.50000e-06,2.4110000e-05
5652237,K00164.01,2.70000e-101,1.000,KIC 5652260,1.00000e+00,KIC 5652237,2.70000e-101,5.7890000e-06
5652983,K00371.01,1.00000e+00,1.000,KIC 5652983,1.00000e+00,KIC 5652984,2.90000e-22,4.7570000e-06
5653126,K06612.02,0.00000e+00,1.000,,,,,8.8610000e-04
5653126,K06612.01,1.00000e+00,1.000,KIC 5653126,1.00000e+00,,,1.2870000e-06
5653152,K05189.01,0.00000e+00,1.000,,,,,
5653163,K05190.01,0.00000e+00,1.000,,,,,
5653849,K03711.01,0.00000e+00,1.000,UKIRT 44117916151219,1.00000e+00,KIC 5653849,0.00000e+00,1.2370000e-06
5683743,K00412.01,1.00000e+00,1.000,KIC 5683743,1.00000e+00,KIC 5683745,3.60000e-101,2.0380000e-06
5686174,K00610.01,1.00000e+00,1.000,KIC 5686174,1.00000e+00,,,5.6900000e-06
5686974,K06613.01,0.00000e+00,1.000,,,,,9.7450000e-05
5687986,K07735.01,1.00000e+00,1.000,KIC 5687986,1.00000e+00,,,2.3150000e-06
5688683,K04097.01,1.00000e+00,1.000,KIC 5688683,1.00000e+00,KIC 5688685,4.50000e-35,1.1780000e-05
5688790,K03144.01,1.00000e+00,1.000,KIC 5688790,1.00000e+00,,,3.5340000e-05
5688910,K02856.01,9.80000e-01,1.000,KIC 5688910,9.80000e-01,UKIRT 44117915926786,1.50000e-02,3.3250000e-05
5688997,K03784.01,1.00000e+00,1.000,KIC 5688997,1.00000e+00,,,1.0240000e-06
5689351,K00505.05,1.00000e+00,1.000,KIC 5689351,1.00000e+00,,,3.1150000e-06
5689351,K00505.03,1.00000e+00,1.000,KIC 5689351,1.00000e+00,,,1.0050000e-05
5689351,K00505.02,1.00000e+00,1.000,KIC 5689351,1.00000e+00,,,1.6740000e-05
5689351,K00505.01,1.00000e+00,1.000,KIC 5689351,1.00000e+00,,,4.3380000e-06
5689351,K00505.04,1.00000e+00,1.000,KIC 5689351,1.00000e+00,,,1.4900000e-05
5695396,K00283.02,1.00000e+00,1.000,KIC 5695396,1.00000e+00,UKIRT 44117915638273,6.40000e-11,3.3150000e-05
5695396,K00283.01,1.00000e+00,1.000,KIC 5695396,1.00000e+00,,,3.1660000e-05
5695524,K01897.01,1.00000e+00,1.000,KIC 5695524,1.00000e+00,,,7.0300000e-06
5696518,K07561.01,1.00000e+00,1.000,KIC 5696518,1.00000e+00,UKIRT 44117915623858,2.70000e-08,6.6650000e-06
5700330,K06616.01,1.00000e+00,1.000,KIC 5700330,1.00000e+00,,,4.5470000e-07
5702637,K04217.01,1.50000e-95,1.000,KIC 5702637,1.50000e-95,KIC 5702638,1.50000e-95,1.0000000e+00
5706966,K01908.01,9.70000e-01,1.000,KIC 5706966,9.70000e-01,hiresKIC 22000268,3.20000e-02,1.5000000e-05
5709103,K07736.01,1.10000e-95,1.000,KIC 5709100,9.10000e-22,KIC 5709103,1.10000e-95,1.0000000e+00
5709725,K00555.01,1.00000e+00,1.000,KIC 5709725,1.00000e+00,UKIRT 44117915798184,7.70000e-26,1.7060000e-05
5709725,K00555.02,1.00000e+00,1.000,KIC 5709725,1.00000e+00,UKIRT 44117915798184,4.10000e-23,1.4780000e-05
5709889,K02783.01,2.10000e-99,1.000,UKIRT 44117915796686,1.00000e+00,KIC 5709889,2.10000e-99,3.0390000e-04
5716244,K06619.01,1.00000e+00,1.000,KIC 5716244,1.00000e+00,,,9.8010000e-06
5716508,K07737.01,1.00000e+00,1.000,KIC 5716508,1.00000e+00,UKIRT 44117915506233,2.30000e-98,2.7640000e-06
5716763,K00272.01,1.00000e+00,1.000,KIC 5716763,1.00000e+00,,,7.1310000e-06
5716932,K02358.01,1.00000e+00,1.000,KIC 5716932,1.00000e+00,,,7.2470000e-05
5717567,K02752.01,1.10000e-100,1.000,UKIRT 44117915477540,1.00000e+00,KIC 5717573,1.60000e-14,1.1820000e-05
5725851,K06620.01,1.00000e+00,1.000,KIC 5725851,1.00000e+00,UKIRT 44117915409528,4.00000e-08,3.2160000e-05
5726910,K04124.01,0.00000e+00,1.000,,,,,
5728139,K00206.01,1.00000e+00,1.000,KIC 5728139,1.00000e+00,KIC 5728129,1.20000e-101,2.6510000e-06
5728283,K01011.01,1.00000e+00,1.000,KIC 5728283,1.00000e+00,,,2.0550000e-06
5730389,K01956.01,0.00000e+00,1.000,,,,,1.0000000e+00
5731312,K06621.01,1.00000e+00,1.000,KIC 5731312,1.00000e+00,,,1.5510000e-06
5734702,K05196.01,1.00000e+00,1.000,KIC 5734702,1.00000e+00,UKIRT 44117915254985,2.70000e-05,1.5820000e-05
5735762,K00148.02,1.00000e+00,1.000,KIC 5735762,1.00000e+00,UKIRT 44117915294883,1.70000e-16,8.0600000e-06
5735762,K00148.03,1.00000e+00,1.000,KIC 5735762,1.00000e+00,UKIRT 44117915294883,2.40000e-04,3.4630000e-05
5735762,K00148.01,1.00000e+00,1.000,KIC 5735762,1.00000e+00,UKIRT 44117915294883,8.10000e-19,1.0910000e-05
5735878,K06622.01,1.00000e+00,1.000,KIC 5735878,1.00000e+00,,,1.1570000e-06
5736461,K06623.01,1.00000e+00,1.000,KIC 5736461,1.00000e+00,,,2.7020000e-06
5738496,K00556.01,0.00000e+00,1.000,,,,,1.0000000e+00
5738634,K03951.01,0.00000e+00,1.000,,,,,3.1440000e-04
5738698,K06134.01,1.00000e+00,1.000,KIC 5738698,1.00000e+00,,,1.1680000e-06
5768816,K03288.01,1.00000e+00,1.000,KIC 5768816,1.00000e+00,UKIRT 44117915667222,6.40000e-14,4.8850000e-06
5768927,K06135.01,1.00000e+00,1.000,KIC 5768927,1.00000e+00,,,2.6740000e-07
5769943,K03810.01,4.10000e-13,1.000,KIC 5769943,4.10000e-13,,,1.0000000e+00
5770074,K01928.01,1.00000e+00,1.000,KIC 5770074,1.00000e+00,UKIRT 44117915661890,8.90000e-101,4.3530000e-06
5771589,K06625.01,1.00000e+00,1.000,KIC 5771589,1.00000e+00,,,2.9640000e-04
5771719,K00190.01,9.10000e-01,1.000,KIC 5771719,9.10000e-01,hiresKIC 22000272,8.90000e-02,3.1070000e-07
5773121,K04002.01,1.00000e+00,1.000,KIC 5773121,1.00000e+00,UKIRT 44117915946956,4.20000e-24,8.3250000e-06
5774349,K00557.01,1.00000e+00,1.000,KIC 5774349,1.00000e+00,,,5.6900000e-06
5774375,K07740.01,1.00000e+00,1.000,KIC 5774375,1.00000e+00,,,3.6910000e-07
5775129,K02802.01,1.00000e+00,1.000,KIC 5775129,1.00000e+00,KIC 5775131,1.40000e-42,2.8070000e-05
5779852,K00449.01,1.00000e+00,1.000,KIC 5779852,1.00000e+00,,,1.3560000e-06
5780460,K01005.01,1.00000e+00,1.000,KIC 5780460,1.00000e+00,KIC 5780466,5.30000e-13,3.6650000e-06
5780715,K00506.01,1.30000e-01,1.000,KIC 5780715,1.30000e-01,UKIRT 44117915635720,1.40000e-29,8.7260000e-01
5780885,K00097.01,1.00000e+00,1.000,KIC 5780885,1.00000e+00,hiresKIC 22000273,5.10000e-87,3.6780000e-07
5780930,K03412.01,1.00000e+00,1.000,KIC 5780930,1.00000e+00,UKIRT 44117915636789,1.50000e-09,2.9820000e-05
5781192,K06626.01,1.00000e+00,1.000,KIC 5781192,1.00000e+00,,,3.4970000e-07
5786676,K00650.01,1.00000e+00,1.000,KIC 5786676,1.00000e+00,UKIRT 44117915880556,5.90000e-16,5.7910000e-06
5791986,K00413.01,1.00000e+00,1.000,KIC 5791986,1.00000e+00,,,1.3970000e-05
5791986,K00413.02,1.00000e+00,1.000,KIC 5791986,1.00000e+00,,,1.4400000e-05
5792202,K00841.05,8.80000e-01,1.000,KIC 5792202,8.80000e-01,UKIRT 44117915816329,1.20000e-01,1.1500000e-05
5792202,K00841.04,8.70000e-01,1.000,KIC 5792202,8.70000e-01,UKIRT 44117915816329,1.30000e-01,1.6070000e-06
5792202,K00841.02,1.00000e+00,1.000,KIC 5792202,1.00000e+00,UKIRT 44117915816329,1.20000e-09,8.5940000e-06
5792202,K00841.01,1.00000e+00,1.000,KIC 5792202,1.00000e+00,UKIRT 44117915816329,1.90000e-08,9.2960000e-06
5794240,K00254.01,1.00000e+00,1.000,KIC 5794240,1.00000e+00,,,1.2310000e-06
5794379,K00842.02,1.00000e+00,1.000,KIC 5794379,1.00000e+00,,,1.0720000e-05
5794379,K00842.01,1.00000e+00,1.000,KIC 5794379,1.00000e+00,,,9.5960000e-06
5794570,K02675.01,1.00000e+00,1.000,KIC 5794570,1.00000e+00,,,4.9210000e-06
5794570,K02675.02,1.00000e+00,1.000,KIC 5794570,1.00000e+00,KIC 5794549,1.20000e-100,1.0310000e-05
5795648,K06016.01,1.00000e+00,1.000,KIC 5795648,1.00000e+00,,,2.8850000e-06
5796186,K00651.01,0.00000e+00,1.000,,,,,1.0000000e+00
5796675,K00652.01,1.00000e+00,1.000,KIC 5796675,1.00000e+00,hiresKIC 22000277,5.60000e-12,2.1620000e-05
5801571,K00225.01,5.70000e-04,1.000,hiresKIC 22000280,1.00000e+00,KIC 5801571,5.70000e-04,5.4660000e-06
5802292,K04767.01,0.00000e+00,1.000,,,,,
5802470,K06628.01,1.00000e+00,1.000,KIC 5802470,1.00000e+00,,,3.1860000e-06
5802478,K01834.01,0.00000e+00,1.000,,,,,1.0000000e+00
5807579,K06629.01,1.00000e+00,1.000,KIC 5807579,1.00000e+00,,,8.7890000e-07
5809890,K01050.01,1.00000e+00,1.000,KIC 5809890,1.00000e+00,UKIRT 44117915436283,7.50000e-19,5.6940000e-06
5809890,K01050.02,1.00000e+00,1.000,KIC 5809890,1.00000e+00,UKIRT 44117915436283,2.00000e-05,1.9820000e-05
5809954,K01902.01,1.00000e+00,1.000,KIC 5809954,1.00000e+00,UKIRT 44117915436957,7.70000e-101,1.5940000e-05
5812701,K00012.01,1.00000e+00,1.000,KIC 5812701,1.00000e+00,,,4.2790000e-05
5812960,K00507.01,1.00000e+00,1.000,KIC 5812960,1.00000e+00,UKIRT 44117915376366,5.90000e-32,5.9200000e-06
5814635,K06136.01,1.00000e+00,1.000,KIC 5814635,1.00000e+00,UKIRT 44117915368364,2.60000e-37,1.7830000e-05
5816165,K01043.01,1.00000e+00,1.000,KIC 5816165,1.00000e+00,UKIRT 44117915332602,7.30000e-31,2.9630000e-05
5816811,K01042.01,0.00000e+00,1.000,,,,,
5817533,K04293.01,0.00000e+00,1.000,,,,,3.8780000e-04
5817553,K01040.01,0.00000e+00,1.000,,,,,8.2220000e-01
5817566,K06138.01,1.00000e+00,1.000,KIC 5817566,1.00000e+00,,,1.1750000e-06
5817613,K04256.01,0.00000e+00,1.000,,,,,9.2750000e-04
5817685,K04652.01,0.00000e+00,1.000,,,,,6.0810000e-03
5817712,K05204.01,0.00000e+00,1.000,,,,,2.8880000e-05
5817957,K07742.01,0.00000e+00,1.000,,,,,1.0000000e+00
5818068,K03332.01,0.00000e+00,1.000,,,,,
5820218,K01048.01,1.00000e-66,1.000,KIC 5820218,1.00000e-66,KIC 5820240,3.00000e-96,1.0000000e+00
5823557,K07743.01,0.00000e+00,1.000,,,,,7.3090000e-04
5856571,K01839.01,1.00000e+00,1.000,KIC 5856571,1.00000e+00,,,6.4180000e-06
5857540,K02448.01,1.00000e+00,1.000,KIC 5857540,1.00000e+00,UKIRT 44117914492574,1.30000e-03,8.6070000e-05
5857656,K05205.01,1.00000e+00,1.000,KIC 5857656,1.00000e+00,KIC 5857654,9.90000e-06,4.0850000e-05
5858519,K05206.01,1.00000e+00,1.000,KIC 5858519,1.00000e+00,,,2.9180000e-06
5864975,K01787.01,1.00000e+00,1.000,KIC 5864975,1.00000e+00,,,1.6390000e-06
5866099,K01055.01,1.40000e-95,1.000,KIC 5866104,2.00000e-53,KIC 5866099,1.40000e-95,1.0000000e+00
5871918,K06632.01,1.00000e+00,1.000,KIC 5871918,1.00000e+00,,,9.0870000e-07
5871985,K02703.01,1.00000e+00,1.000,KIC 5871985,1.00000e+00,UKIRT 44117914596916,2.80000e-48,4.2700000e-06
5872150,K00414.02,9.30000e-98,1.000,UKIRT 44117914596050,9.90000e-01,KIC 5872142,9.30000e-98,9.7220000e-03
5872150,K00414.01,1.00000e+00,1.000,KIC 5872150,1.00000e+00,KIC 5872142,3.00000e-34,5.8900000e-05
5876360,K04279.01,0.00000e+00,1.000,,,,,
5876368,K01049.01,9.00000e-101,1.000,UKIRT 44117915822993,1.00000e+00,KIC 5876360,3.60000e-50,1.1560000e-05
5879448,K07745.01,1.00000e+00,1.000,KIC 5879448,1.00000e+00,,,2.6130000e-04
5880320,K01060.01,1.00000e+00,1.000,KIC 5880320,1.00000e+00,,,6.7840000e-05
5881688,K00843.01,1.00000e+00,1.000,KIC 5881688,1.00000e+00,,,1.5540000e-06
5881813,K02744.01,1.00000e+00,1.000,KIC 5881813,1.00000e+00,UKIRT 44117915770684,8.80000e-18,2.8230000e-05
5887316,K07747.01,1.00000e+00,1.000,KIC 5887316,1.00000e+00,KIC 5887310,2.70000e-101,3.8170000e-06
5888187,K07749.01,2.90000e-01,1.000,UKIRT 44117914958490,4.10000e-01,KIC 5888180,3.10000e-01,1.3790000e-04
5893123,K00653.01,1.90000e-101,1.000,UKIRT 44117915018026,1.00000e+00,KIC 5893123,1.90000e-101,2.9550000e-06
5894182,K07750.01,1.00000e+00,1.000,KIC 5894182,1.00000e+00,UKIRT 44117915043285,2.60000e-04,8.2210000e-06
5895083,K07751.01,1.90000e-101,1.000,UKIRT 44117915042045,1.00000e+00,UKIRT 44117915042013,5.10000e-99,2.7350000e-06
5895158,K03935.01,1.00000e+00,1.000,KIC 5895158,1.00000e+00,UKIRT 44117915042058,1.80000e-03,8.9870000e-05
5897826,K00126.01,6.30000e-01,1.000,KIC 5897826,6.30000e-01,hiresKIC 22000285,3.70000e-01,1.7970000e-06
5900390,K04063.01,0.00000e+00,1.000,,,,,
5903312,K00008.01,1.20000e-100,1.000,KIC 5903301,1.00000e+00,UKIRT 44117915207632,4.90000e-89,2.1140000e-05
5938970,K04016.01,1.00000e+00,1.000,KIC 5938970,1.00000e+00,UKIRT 44117914802340,2.30000e-82,5.9360000e-06
5940165,K02031.01,1.00000e+00,1.000,KIC 5940165,1.00000e+00,UKIRT 44117914800542,4.80000e-70,1.3680000e-05
5941160,K00654.01,1.00000e+00,1.000,KIC 5941160,1.00000e+00,UKIRT 44117914503764,1.40000e-26,4.3530000e-06
5941160,K00654.02,8.50000e-01,1.000,KIC 5941160,8.50000e-01,UKIRT 44117914503764,1.50000e-01,5.3770000e-05
5952309,K06636.01,0.00000e+00,1.000,,,,,8.7120000e-01
5952366,K03947.01,0.00000e+00,1.000,,,,,
5952403,K06139.01,0.00000e+00,1.000,,,,,
5952448,K07753.01,0.00000e+00,1.000,,,,,3.1640000e-04
5952457,K06637.01,0.00000e+00,1.000,,,,,7.9180000e-04
5953297,K02733.01,1.00000e+00,1.000,KIC 5953297,1.00000e+00,KIC 5953289,9.30000e-09,3.0980000e-05
5955321,K06140.01,1.00000e+00,1.000,KIC 5955321,1.00000e+00,,,7.4290000e-07
5956038,K05214.01,1.00000e+00,1.000,KIC 5956038,1.00000e+00,KIC 5956037,5.80000e-102,5.0870000e-07
5956342,K01052.01,1.00000e+00,1.000,KIC 5956342,1.00000e+00,,,4.3620000e-05
5956776,K03821.01,0.00000e+00,1.000,,,,,
5956787,K02616.01,0.00000e+00,1.000,,,,,1.0000000e+00
5959753,K00226.01,1.00000e+00,1.000,KIC 5959753,1.00000e+00,UKIRT 44117914620465,6.70000e-82,3.4770000e-06
5961350,K06017.01,1.00000e+00,1.000,KIC 5961350,1.00000e+00,,,5.3190000e-07
5962509,K07754.01,0.00000e+00,1.000,,,,,9.9930000e-01
5962514,K06639.01,1.00000e+00,1.000,KIC 5962514,1.00000e+00,,,2.2160000e-06
5962716,K06640.01,1.00000e+00,1.000,KIC 5962716,1.00000e+00,,,7.2040000e-07
5963222,K01035.01,1.30000e-14,1.000,UKIRT 44117914682627,1.00000e+00,KIC 5963222,1.30000e-14,3.9500000e-06
5963582,K02479.01,1.00000e+00,1.000,KIC 5963582,1.00000e+00,KIC 5963568,1.20000e-13,5.1780000e-05
5966154,K00655.01,1.00000e+00,1.000,KIC 5966154,1.00000e+00,UKIRT 44117914653891,1.80000e-53,2.0140000e-05
5966322,K00303.01,1.00000e+00,1.000,KIC 5966322,1.00000e+00,KIC 5966314,4.20000e-101,3.8490000e-06
5966810,K03909.01,1.00000e+00,1.000,KIC 5966810,1.00000e+00,,,2.5540000e-05
5967194,K05217.01,5.90000e-01,1.000,KIC 5967194,5.90000e-01,KIC 5967207,2.80000e-01,1.0050000e-04
5972334,K00191.01,1.00000e+00,1.000,KIC 5972334,1.00000e+00,hiresKIC 22000301,1.60000e-66,1.6300000e-06
5972334,K00191.04,9.60000e-01,1.000,KIC 5972334,9.60000e-01,hiresKIC 22000301,3.80000e-02,4.6830000e-05
5972334,K00191.03,7.00000e-01,1.000,KIC 5972334,7.00000e-01,hiresKIC 22000301,3.00000e-01,7.9270000e-05
5972334,K00191.02,4.90000e-01,1.000,hiresKIC 22000301,5.10000e-01,KIC 5972334,4.90000e-01,9.0310000e-05
5978361,K00558.01,1.00000e+00,1.000,KIC 5978361,1.00000e+00,UKIRT 44117915039736,2.80000e-10,6.3180000e-05
5979863,K06018.01,1.00000e+00,1.000,KIC 5979863,1.00000e+00,,,1.4710000e-06
5980208,K02742.01,1.00000e+00,1.000,KIC 5980208,1.00000e+00,UKIRT 44117915008231,1.30000e-09,4.2420000e-05
5980783,K02967.01,1.00000e+00,1.000,KIC 5980783,1.00000e+00,,,2.0950000e-04
5980800,K03882.01,1.00000e+00,1.000,KIC 5980800,1.00000e+00,KIC 5980798,1.40000e-10,5.6370000e-05
5982353,K01036.01,1.00000e+00,1.000,KIC 5982353,1.00000e+00,,,3.0150000e-05
5982368,K01041.01,0.00000e+00,1.000,,,,,
5983348,K06644.01,1.00000e+00,1.000,KIC 5983348,1.00000e+00,UKIRT 44117915084387,2.10000e-62,2.6380000e-06
5986209,K03476.01,1.00000e+00,1.000,,,,,3.7310000e-04
5986270,K05220.01,1.00000e+00,1.000,KIC 5986270,1.00000e+00,UKIRT 44117915073542,6.70000e-54,1.3700000e-05
5988031,K01047.01,0.00000e+00,1.000,,,,,
5990753,K06645.01,1.00000e+00,1.000,KIC 5990753,1.00000e+00,KIC 5990738,1.10000e-99,1.7400000e-04
5991936,K02606.01,0.00000e+00,1.000,,,,,
5992210,K04271.01,4.30000e-96,1.000,KIC 5992207,2.30000e-05,KIC 5992210,4.30000e-96,1.0000000e+00
5992270,K01855.01,1.00000e+00,1.000,KIC 5992270,1.00000e+00,KIC 5992276,3.50000e-30,3.4280000e-04
6020753,K00657.02,1.00000e+00,1.000,KIC 6020753,1.00000e+00,,,2.9810000e-06
6020753,K00657.01,1.00000e+00,1.000,KIC 6020753,1.00000e+00,,,2.9130000e-06
6021193,K02148.01,1.00000e+00,1.000,KIC 6021193,1.00000e+00,,,1.8160000e-05
6021275,K00284.04,5.60000e-01,1.000,KIC 6021275,5.60000e-01,hiresKIC 22000306,4.40000e-01,1.6910000e-05
6021275,K00284.01,5.40000e-01,1.000,KIC 6021275,5.40000e-01,hiresKIC 22000306,4.60000e-01,7.7940000e-06
6021275,K00284.02,4.60000e-01,1.000,hiresKIC 22000306,5.40000e-01,KIC 6021275,4.60000e-01,9.4150000e-06
6021275,K00284.03,5.30000e-01,1.000,KIC 6021275,5.30000e-01,hiresKIC 22000306,4.70000e-01,6.6130000e-06
6022556,K00844.01,1.00000e+00,1.000,KIC 6022556,1.00000e+00,KIC 6022554,1.10000e-101,9.3240000e-07
6023571,K05223.01,1.00000e+00,1.000,KIC 6023571,1.00000e+00,KIC 6023569,4.00000e-49,1.1470000e-06
6023859,K03414.01,1.00000e+00,1.000,KIC 6023859,1.00000e+00,,,6.2720000e-04
6025124,K03411.01,1.00000e+00,1.000,KIC 6025124,1.00000e+00,KIC 6025119,8.70000e-102,5.6830000e-07
6026438,K02045.01,8.90000e-01,1.000,KIC 6026438,8.90000e-01,hiresKIC 22000307,1.10000e-01,1.7490000e-05
6028860,K02950.01,1.00000e+00,1.000,KIC 6028860,1.00000e+00,,,6.7570000e-06
6029130,K06647.01,1.00000e+00,1.000,KIC 6029130,1.00000e+00,,,4.8340000e-07
6029239,K00304.01,1.00000e+00,1.000,KIC 6029239,1.00000e+00,,,2.4800000e-06
6032497,K00845.01,1.00000e+00,1.000,KIC 6032497,1.00000e+00,,,4.9240000e-06
6034945,K01683.01,1.00000e+00,1.000,KIC 6034945,1.00000e+00,,,2.6640000e-05
6037187,K01061.01,7.40000e-01,1.000,KIC 6037187,7.40000e-01,hiresKIC 22000308,2.60000e-01,1.5610000e-05
6037581,K01916.02,5.60000e-01,1.000,KIC 6037581,5.60000e-01,hiresKIC 22000309,4.40000e-01,7.9910000e-06
6037581,K01916.01,5.50000e-01,1.000,KIC 6037581,5.50000e-01,hiresKIC 22000309,4.50000e-01,7.3680000e-06
6042116,K06650.01,1.00000e+00,1.000,KIC 6042116,1.00000e+00,,,1.2010000e-06
6042214,K00450.01,7.90000e-85,1.000,UKIRT 44117914618477,1.00000e+00,KIC 6042214,7.90000e-85,1.8850000e-06
6042663,K06651.01,1.00000e+00,1.000,KIC 6042663,1.00000e+00,,,9.4220000e-07
6043490,K05230.01,1.00000e+00,1.000,KIC 6043490,1.00000e+00,,,1.1040000e-05
6044064,K06652.01,1.00000e+00,1.000,,,,,8.2100000e-07
6044553,K02646.01,3.20000e-08,1.000,KIC 6044553,3.20000e-08,,,1.0000000e+00
6045250,K03948.01,0.00000e+00,1.000,,,,,
6046540,K00200.01,9.20000e-01,1.000,KIC 6046540,9.20000e-01,hiresKIC 22000311,8.40000e-02,9.4250000e-07
6047498,K01013.01,1.00000e+00,1.000,KIC 6047498,1.00000e+00,KIC 6047490,7.80000e-05,7.5540000e-05
6047853,K05232.01,9.30000e-01,1.000,KIC 6047853,9.30000e-01,hiresKIC 22000312,7.40000e-02,2.0080000e-04
6048024,K01684.01,1.00000e+00,1.000,KIC 6048024,1.00000e+00,,,4.5980000e-06
6048106,K06655.01,1.00000e+00,1.000,,,,,3.7740000e-06
6049190,K01685.01,1.00000e+00,1.000,KIC 6049190,1.00000e+00,,,1.1940000e-05
6057684,K03972.01,2.10000e-99,1.000,KIC 6057670,1.00000e+00,KIC 6057671,2.20000e-30,3.7500000e-04
6058816,K03500.01,8.20000e-01,1.000,KIC 6058816,8.20000e-01,UKIRT 44117915385864,1.20000e-01,1.1440000e-04
6060580,K06658.01,1.00000e+00,1.000,KIC 6060580,1.00000e+00,,,2.1920000e-06
